analysis_id,stratum_1,stratum_2,stratum_3,stratum_4,stratum_5,count_value,min_value,max_value,avg_value,stdev_value,median_value,p10_value,p25_value,p75_value,p90_value
716,40236824,,,,,810,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1367571,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19133905,,,,,1087,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19126352,,,,,209,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1545959,,,,,57,0,0,0.00000000000000000000,0,0,0,0,0,0
716,35605482,,,,,70,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1118084,,,,,1800,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1154029,,,,,8,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40213306,,,,,1916,0,0,0.00000000000000000000,0,0,0,0,0,0
716,46233710,,,,,61,0,0,0.00000000000000000000,0,0,0,0,0,0
716,43012754,,,,,29,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1124300,,,,,830,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40169216,,,,,101,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1127078,,,,,2158,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19077344,,,,,6,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19023398,,,,,3,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19006318,,,,,1142,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19078924,,,,,33,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40162522,,,,,312,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19129655,,,,,488,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19127904,,,,,6,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19077572,,,,,83,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19115351,,,,,91,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40220386,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19059056,,,,,4380,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19059528,,,,,7,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19073188,,,,,253,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1539411,,,,,182,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19128263,,,,,7,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1310034,,,,,128,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40169281,,,,,119,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1551192,,,,,161,0,0,0.00000000000000000000,0,0,0,0,0,0
716,45892894,,,,,26,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19089061,,,,,4,0,0,0.00000000000000000000,0,0,0,0,0,0
716,42707627,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
716,43012036,,,,,3,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19112599,,,,,72,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40213251,,,,,422,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1127433,,,,,9365,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19133873,,,,,1719,0,0,0.00000000000000000000,0,0,0,0,0,0
716,40231925,,,,,306,0,0,0.00000000000000000000,0,0,0,0,0,0
716,1332419,,,,,179,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19023423,,,,,5,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19127922,,,,,16,0,0,0.00000000000000000000,0,0,0,0,0,0
716,19128009,,,,,6,0,0,0.00000000000000000000,0,0,0,0,0,0
2000716,0.08,,,,,1,,,,,,,,,
717,1107882,,,,,8,0,0,0.00000000000000000000,0,0,0,0,0,0
717,46275444,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19007333,,,,,14,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40213198,,,,,453,0,0,0.00000000000000000000,0,0,0,0,0,0
717,43012754,,,,,29,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40213227,,,,,7430,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19074679,,,,,57,0,0,0.00000000000000000000,0,0,0,0,0,0
717,836659,,,,,10,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19128263,,,,,7,0,0,0.00000000000000000000,0,0,0,0,0,0
717,920300,,,,,810,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19112599,,,,,72,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19115351,,,,,91,0,0,0.00000000000000000000,0,0,0,0,0,0
717,43012433,,,,,6,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19075001,,,,,123,0,0,0.00000000000000000000,0,0,0,0,0,0
717,35605482,,,,,70,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40213180,,,,,49,0,0,0.00000000000000000000,0,0,0,0,0,0
717,44816277,,,,,3,0,0,0.00000000000000000000,0,0,0,0,0,0
717,920334,,,,,125,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1551192,,,,,161,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19077344,,,,,6,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19127904,,,,,6,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19074843,,,,,87,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40213251,,,,,422,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1127433,,,,,9365,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1594382,,,,,29,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40173590,,,,,129,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1367571,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19077572,,,,,83,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40228214,,,,,3,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40232448,,,,,105,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19018935,,,,,137,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40223768,,,,,14,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40213160,,,,,7977,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19076374,,,,,1,0,0,0.00000000000000000000,,0,0,0,0,0
717,19074841,,,,,58,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40213201,,,,,714,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40223834,,,,,10,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1154615,,,,,101,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40213260,,,,,2125,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40162522,,,,,312,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19019979,,,,,381,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40174880,,,,,31,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40229134,,,,,1993,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40220960,,,,,211,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19079524,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
717,46233710,,,,,61,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19016749,,,,,16,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19133679,,,,,4,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19078219,,,,,4,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19073183,,,,,205,0,0,0.00000000000000000000,0,0,0,0,0,0
717,35605858,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19133873,,,,,1719,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1545959,,,,,57,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19132304,,,,,8,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1310034,,,,,128,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40213296,,,,,3211,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19019273,,,,,18,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1154029,,,,,8,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40165015,,,,,367,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19059056,,,,,4380,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1539411,,,,,182,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19075601,,,,,357,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40171902,,,,,137,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19089061,,,,,4,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19128009,,,,,6,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40169216,,,,,101,0,0,0.00000000000000000000,0,0,0,0,0,0
717,42902245,,,,,84,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1150837,,,,,7,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40220386,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19129655,,,,,488,0,0,0.00000000000000000000,0,0,0,0,0,0
717,42707627,,,,,35,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19133905,,,,,1087,0,0,0.00000000000000000000,0,0,0,0,0,0
717,43012036,,,,,3,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1118084,,,,,1800,0,0,0.00000000000000000000,0,0,0,0,0,0
717,782047,,,,,27,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40231925,,,,,306,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40223774,,,,,23,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19073188,,,,,253,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19008572,,,,,175,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19128022,,,,,449,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19023398,,,,,3,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19133768,,,,,71,0,0,0.00000000000000000000,0,0,0,0,0,0
717,46233988,,,,,479,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19057271,,,,,1,0,0,0.00000000000000000000,,0,0,0,0,0
717,1150771,,,,,26,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40222846,,,,,41,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19128065,,,,,1056,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1519937,,,,,6,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19078924,,,,,33,0,0,0.00000000000000000000,0,0,0,0,0,0
717,45892894,,,,,26,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19126352,,,,,209,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19059528,,,,,7,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40224805,,,,,59,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19023423,,,,,5,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40213314,,,,,1413,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19134077,,,,,27,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40213306,,,,,1916,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1124300,,,,,830,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19129144,,,,,12,0,0,0.00000000000000000000,0,0,0,0,0,0
717,964261,,,,,16,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40163554,,,,,137,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1332419,,,,,179,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1713671,,,,,3851,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40236446,,,,,66,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40236824,,,,,810,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19078461,,,,,1767,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19006318,,,,,1142,0,0,0.00000000000000000000,0,0,0,0,0,0
717,46275916,,,,,142,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1115171,,,,,1159,0,0,0.00000000000000000000,0,0,0,0,0,0
717,19127922,,,,,16,0,0,0.00000000000000000000,0,0,0,0,0,0
717,1127078,,,,,2158,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40243436,,,,,142,0,0,0.00000000000000000000,0,0,0,0,0,0
717,40169281,,,,,119,0,0,0.00000000000000000000,0,0,0,0,0,0
2000717,0.11,,,,,1,,,,,,,,,
803,,,,,,670,1,10,2.2000000000000000,2.3444747882809281,1,1,1,2,7
2000803,0.03,,,,,1,,,,,,,,,
806,442116,8507,,,,17,0,2,1,0.5,1,0,1,1,2
806,4139681,8507,,,,18,0,2,1.05555555555556,0.53930480546961,1,0,1,1,2
806,4048169,8507,,,,50,0,4,1.1,0.994884876941723,1,0,1,1,2
806,4240902,8532,,,,28,0,2,0.857142857142857,0.448395139423033,1,0,1,1,1
806,4168004,8532,,,,1,44,44,44,,44,44,44,44,44
806,4102123,8507,,,,17,0,4,1.23529411764706,1.14724734499071,1,0,1,1,4
806,4163874,8507,,,,55,10,103,59.9272727272727,17.4884666179304,61,38,49,71,81
806,438614,8507,,,,9,0,2,1,0.707106781186548,1,0,1,1,2
806,4240902,8507,,,,22,0,2,1.09090909090909,0.610159300752166,1,0,1,1,2
806,4219399,8507,,,,16,0,2,0.8125,0.655108133567785,1,0,0,1,2
806,433644,8532,,,,49,0,2,0.959183673469388,0.454568645048495,1,0,1,1,1
806,4302207,8532,,,,57,0,5,1.3859649122807,1.11410415589183,1,0,1,1,3
806,37017711,8532,,,,7,0,2,1,0.577350269189626,1,0,1,1,2
806,4139681,8532,,,,14,0,1,0.857142857142857,0.363136519601281,1,0,1,1,1
806,438614,8532,,,,24,0,2,0.958333333333333,0.550032937090187,1,0,1,1,2
806,4169137,8532,,,,19,0,1,0.736842105263158,0.452413928358864,1,0,0,1,1
806,4219399,8532,,,,20,0,2,0.8,0.523148363780597,1,0,0,1,1
806,4324181,8507,,,,66,1,103,38.4848484848485,24.2266492963954,36,7,19,54,74
806,4304110,8507,,,,65,0,34,3.33846153846154,7.16387840810785,1,0,1,2,4
806,45766064,8532,,,,31,0,76,25.1935483870968,21.5938561553029,14,1,7,42,55
806,4174876,8532,,,,21,0,26,2.47619047619048,5.5373192757782,1,0,1,1,4
806,4302207,8507,,,,53,0,34,2.37735849056604,5.54084975118139,1,0,1,2,4
806,4306014,8507,,,,51,0,18,1.35294117647059,2.52050415125042,1,0,1,1,2
806,4323208,8532,,,,61,1,77,26.2786885245902,17.0412549885476,27,4,10,38,45
806,4306014,8532,,,,57,0,5,1.24561403508772,1.00500003117246,1,0,1,1,3
806,4174876,8507,,,,21,0,4,1.38095238095238,1.16086995293144,1,0,1,2,3
806,439406,8507,,,,70,0,34,3.14285714285714,6.72931228970238,1,0,1,2,4
806,4163874,8532,,,,12,33,83,64.0833333333333,14.2347738963001,62,54,55,70,82
806,433644,8507,,,,44,0,2,0.704545454545455,0.553195598300328,1,0,0,1,1
806,4102123,8532,,,,23,0,26,2.43478260869565,5.22951489977383,1,1,1,2,3
806,4048169,8532,,,,53,0,5,1.33962264150943,1.20804031113356,1,0,1,1,3
806,443279,8532,,,,1,40,40,40,,40,40,40,40,40
806,45766064,8507,,,,45,0,73,14.9111111111111,18.2169030176799,11,0,0,14,51
806,4304110,8532,,,,87,0,33,3.42528735632184,6.9191883243361,1,0,1,2,5
806,439406,8532,,,,79,0,33,2.91139240506329,6.26792787380516,1,0,1,2,5
806,4324181,8532,,,,72,2,87,37.75,20.1534605423234,38,13,23,50,68
806,4169137,8507,,,,19,0,2,0.842105263157895,0.501459857121279,1,0,1,1,1
806,442116,8532,,,,20,0,2,1.05,0.394034462826206,1,1,1,1,1
806,4323208,8507,,,,96,1,60,25.2604166666667,16.3798623422444,22,5,12,38,48
806,37017711,8507,,,,4,1,1,1,0,1,1,1,1,1
2000806,0.04,,,,,1,,,,,,,,,
2000815,0.03,,,,,1,,,,,,,,,
903,,,,,,2694,3,32,10.7750556792873051,3.5251830607012344,11,7,8,13,15
2000903,0.05,,,,,1,,,,,,,,,
906,701322,8507,,,,32,52,97,75.53125,8.84994760327117,75,64,72,81,83
906,701322,8532,,,,35,50,91,75.0285714285714,9.58701853392116,75,58,71,81,86
906,705944,8507,,,,41,7,14,10.7073170731707,2.31564140616617,11,7,9,12,14
906,705944,8532,,,,25,7,14,10.56,2.16178938227879,10,8,9,12,14
906,708298,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
906,708298,8532,,,,27,0,75,25.2962962962963,22.008415898705,17,3,7,37,65
906,715997,8507,,,,24,48,88,75.875,9.39617174588997,78,66,74,81,83
906,715997,8532,,,,26,52,91,75,9.93176721434811,77,55,73,81,84
906,723013,8507,,,,34,0,63,15.7941176470588,17.6494130931086,11,0,2,14,51
906,723013,8532,,,,26,0,71,22.4615384615385,19.7590096294946,14,1,6,37,48
906,738818,8507,,,,696,0,102,25.2241379310345,18.515909335929,22,4,10,37,52
906,738818,8532,,,,697,0,97,26.2496413199426,18.823689006965,23,5,10,39,52
906,740275,8507,,,,27,0,53,11.7407407407407,12.2618626787808,12,0,1,14,31
906,740275,8532,,,,15,0,63,25.8666666666667,21.0742451709144,16,6,8,50,57
906,753626,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
906,753626,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
906,757627,8507,,,,39,51,96,74.3589743589744,9.03643845621766,75,60,72,79,85
906,757627,8532,,,,44,49,90,74.3409090909091,8.88673739231195,75,65,71,80,83
906,782043,8507,,,,4,11,78,52.75,28.9755644178562,60,11,11,62,78
906,782043,8532,,,,23,0,75,28.8260869565217,24.9629765378342,17,4,7,51,68
906,791967,8532,,,,1,39,39,39,,39,39,39,39,39
906,836654,8507,,,,4,47,78,67.75,14.0564338768172,72,47,47,74,78
906,836654,8532,,,,6,74,86,80,4.6475800154489,77,74,77,83,86
906,914335,8507,,,,66,1,103,38.4848484848485,24.2266492963954,36,7,19,54,74
906,914335,8532,,,,72,2,87,37.75,20.1534605423234,38,13,23,50,68
906,920293,8507,,,,22,57,62,59.7727272727273,1.65994314824673,60,58,58,61,62
906,920293,8532,,,,608,16,60,35.6644736842105,10.5835930834544,35,22,27,44,51
906,933724,8507,,,,22,57,62,59.7727272727273,1.65994314824673,60,58,58,61,62
906,933724,8532,,,,608,16,60,35.6644736842105,10.5835930834544,35,22,27,44,51
906,967823,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
906,967823,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
906,975125,8507,,,,53,3,34,21.0566037735849,9.66638723050062,23,6,14,29,33
906,975125,8532,,,,53,1,54,20.5660377358491,10.7962055905024,23,5,10,27,33
906,1000560,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
906,1000560,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
906,1102527,8507,,,,171,12,91,36.5438596491228,19.4047327539127,33,14,19,50,68
906,1102527,8532,,,,196,12,83,37.280612244898,18.8920776132831,36,14,20,50,67
906,1107830,8507,,,,5,24,34,28.2,4.02492235949962,28,24,25,30,34
906,1107830,8532,,,,3,22,29,25.6666666666667,3.51188458428425,26,22,22,29,29
906,1110410,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
906,1110410,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
906,1112807,8507,,,,947,0,42,4.64519535374868,5.97482258344606,3,1,1,5,12
906,1112807,8532,,,,980,0,59,4.50714285714286,6.14823276135873,2,1,1,5,11
906,1115008,8507,,,,460,12,105,46.9695652173913,17.3951620946334,44,26,34,57,72
906,1115008,8532,,,,499,13,104,47.0080160320641,17.9196089637413,46,24,34,58,71
906,1118084,8507,,,,894,31,47,38.589485458613,3.19439969831564,39,34,36,41,43
906,1118084,8532,,,,906,31,47,38.6997792494481,3.442718307309,39,34,36,41,43
906,1119510,8507,,,,696,0,102,25.2241379310345,18.515909335929,22,4,10,37,52
906,1119510,8532,,,,697,0,97,26.2496413199426,18.823689006965,23,5,10,39,52
906,1124300,8507,,,,395,32,46,38.5291139240506,3.25810788332341,38,34,36,41,43
906,1124300,8532,,,,435,31,46,38.616091954023,3.32387237256918,39,34,36,41,43
906,1124957,8507,,,,147,12,84,33.6530612244898,19.5089207066937,30,13,16,45,67
906,1124957,8532,,,,159,12,85,33.8238993710692,19.4885667849532,30,13,17,47,68
906,1125315,8507,,,,1315,0,75,7.81520912547529,9.36890221041009,4,1,2,10,18
906,1125315,8532,,,,1364,0,105,8.5425219941349,10.079672843898,5,1,2,11,21
906,1129625,8507,,,,48,0,30,5.45833333333333,7.07094243721122,3,1,2,4,21
906,1129625,8532,,,,57,1,33,5.01754385964912,6.55332856556274,3,1,2,5,5
906,1137529,8507,,,,48,24,82,41.6666666666667,14.2206522478616,40,25,30,50,64
906,1137529,8532,,,,71,24,74,44.5492957746479,12.4105815823138,42,29,37,53,64
906,1149196,8507,,,,2,30,34,32,2.82842712474619,30,30,30,34,34
906,1149196,8532,,,,1,29,29,29,,29,29,29,29,29
906,1149380,8507,,,,94,2,82,22.6595744680851,21.5354437486527,24,2,3,38,52
906,1149380,8532,,,,122,2,74,26.983606557377,22.5260120002923,30,2,3,44,57
906,1150770,8507,,,,14,0,34,11.5,13.1894479968473,2,0,1,20,33
906,1150770,8532,,,,12,0,5,2.25,1.81533868615599,1,1,1,4,5
906,1150836,8507,,,,4,5,29,19,10.3601801786134,18,5,5,24,29
906,1150836,8532,,,,3,18,24,21.6666666666667,3.21455025366432,23,18,18,24,24
906,1153428,8507,,,,4,22,32,27.25,4.57347424467075,25,22,22,30,32
906,1153428,8532,,,,6,21,34,30,4.81663783151692,30,21,29,33,34
906,1154029,8507,,,,2,55,78,66.5,16.2634559672906,55,55,55,78,78
906,1154029,8532,,,,6,9,65,33.6666666666667,23.980547672367,17,9,14,58,65
906,1154343,8507,,,,48,2,36,4.70833333333333,6.84154497088578,3,2,2,4,4
906,1154343,8532,,,,53,2,32,3.94339622641509,4.62607615064041,3,2,3,4,4
906,1174888,8507,,,,206,10,103,40.1553398058252,21.4681873689503,36,15,18,58,70
906,1174888,8532,,,,166,12,102,39.0602409638554,22.3790212354503,34,14,18,55,71
906,1177480,8507,,,,710,0,103,32.8535211267606,22.0128429687593,31,4,14,49,63
906,1177480,8532,,,,741,0,103,34.1781376518219,23.230527615268,33,4,15,51,66
906,1192710,8507,,,,32,0,19,3.59375,3.26130168946042,4,1,2,5,5
906,1192710,8532,,,,43,1,33,3.81395348837209,5.85644054887839,2,1,1,4,5
906,1305058,8507,,,,9,30,61,44.2222222222222,9.44428104433813,43,30,39,44,61
906,1305058,8532,,,,5,32,73,52.8,16.798809481627,53,32,41,65,73
906,1307863,8507,,,,79,47,102,66.7088607594937,13.6889923012599,64,50,55,79,86
906,1307863,8532,,,,58,48,103,69.3448275862069,14.2737050896849,66,50,59,80,90
906,1308738,8507,,,,5,18,82,48,27.9642629082191,60,18,20,60,82
906,1308738,8532,,,,11,13,76,34.6363636363636,17.8676955832179,28,20,21,46,53
906,1309944,8507,,,,60,1,103,40.9,24.0075553079527,38,8,21,56,74
906,1309944,8532,,,,66,3,87,39.3787878787879,20.0765957515137,40,13,26,53,69
906,1310149,8507,,,,79,47,102,66.5316455696203,13.7233055028317,63,50,55,79,86
906,1310149,8532,,,,58,48,103,68.948275862069,14.3886193012481,65,50,58,80,90
906,1322184,8507,,,,204,17,108,61.0833333333333,17.5116545756537,61,39,50,73,84
906,1322184,8532,,,,111,23,104,58.7117117117117,19.1427115906657,57,36,43,77,86
906,1326303,8507,,,,79,47,102,66.5316455696203,13.7233055028317,63,50,55,79,86
906,1326303,8532,,,,58,48,103,68.948275862069,14.3886193012481,65,50,58,80,90
906,1332418,8507,,,,133,14,108,59.1654135338346,18.5930014738064,61,35,46,73,82
906,1332418,8532,,,,46,24,104,57.6739130434783,19.7586035806921,57,34,40,77,83
906,1343916,8507,,,,80,1,103,36.725,22.3770763126866,33,8,21,49,73
906,1343916,8532,,,,86,2,87,35.8953488372093,19.1753696611457,31,13,23,47,63
906,1347450,8507,,,,100,21,102,64.16,16.289502103744,62,45,52,73,88
906,1347450,8532,,,,93,23,98,59.5591397849462,19.9420150553894,57,32,43,79,84
906,1361711,8507,,,,143,0,108,54.1958041958042,21.3809375218559,56,23,38,70,81
906,1361711,8532,,,,49,3,104,47.8775510204082,26.2715250263643,49,6,28,69,81
906,1367571,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
906,1367571,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
906,1396131,8507,,,,1,2,2,2,,2,2,2,2,2
906,1396131,8532,,,,5,7,52,34.4,18.8626615301235,43,7,23,47,52
906,1500211,8532,,,,53,13,30,19.6981132075472,4.13049124318337,19,15,16,22,25
906,1501700,8507,,,,5,50,73,65,8.74642784226795,67,50,67,68,73
906,1501700,8532,,,,26,53,74,62.3076923076923,7.63030395603861,59,54,55,70,72
906,1503184,8532,,,,605,14,33,16.8231404958678,2.62882519560281,16,14,15,18,20
906,1512674,8532,,,,5,19,27,23.8,3.27108544675922,25,19,22,26,27
906,1515774,8532,,,,255,14,29,17.6078431372549,2.97944686097008,17,14,15,19,22
906,1518198,8532,,,,3,19,24,21.3333333333333,2.51661147842358,21,19,19,24,24
906,1519936,8532,,,,9,20,38,28.2222222222222,5.49494717394484,28,20,24,31,38
906,1521369,8532,,,,628,14,33,16.9012738853503,2.66104240852843,16,14,15,18,21
906,1539403,8507,,,,135,14,108,58.4888888888889,18.7429057889361,60,34,44,72,81
906,1539403,8532,,,,47,24,104,56.1489361702128,20.1558910618171,54,32,40,77,81
906,1545958,8507,,,,44,32,103,62.6136363636364,15.9508196320584,61,40,51,75,82
906,1545958,8532,,,,10,33,83,65.4,15.3202843025549,66,33,57,81,82
906,1549786,8532,,,,275,14,38,17.6690909090909,3.10925582708704,17,14,15,19,21
906,1551099,8507,,,,58,0,34,7.41379310344828,8.69166667391691,3,0,1,13,18
906,1551099,8532,,,,62,0,78,7.93548387096774,12.5995979219504,2,1,1,12,16
906,1557272,8507,,,,41,60,91,67.8780487804878,10.1592202504701,61,60,60,71,80
906,1557272,8532,,,,88,60,91,70.0113636363636,10.9444725125925,70,60,60,80,90
906,1589505,8532,,,,34,14,32,22.7941176470588,4.71476990514564,23,16,20,26,29
906,1595799,8532,,,,62,14,30,20.4032258064516,3.1646597590892,20,17,18,22,24
906,1713332,8507,,,,1069,0,82,21.0916744621141,17.237626944578,17,2,6,32,47
906,1713332,8532,,,,1061,0,106,21.9029217719133,17.7196458752922,18,3,7,32,47
906,1717327,8507,,,,215,0,65,4.68372093023256,7.23519856254914,3,1,1,5,9
906,1717327,8532,,,,217,0,65,4.84331797235023,7.82347867445945,3,1,2,5,8
906,1728416,8507,,,,443,0,36,3.8510158013544,5.65208627699146,2,0,1,4,6
906,1728416,8532,,,,388,0,69,3.97422680412371,7.19634961081219,2,0,1,4,6
906,1729720,8507,,,,849,0,84,16.1719670200236,16.5498422730569,10,1,5,23,43
906,1729720,8532,,,,883,0,100,14.4144960362401,15.2436855240734,9,2,4,17,38
906,1738521,8507,,,,222,0,64,5.78378378378378,8.64053941399515,3,1,1,5,16
906,1738521,8532,,,,234,0,59,5.94017094017094,10.0298187167051,3,1,1,5,14
906,1741122,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
906,1741122,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
906,1746114,8507,,,,6,11,78,50.1666666666667,23.6593885522569,55,11,35,62,78
906,1746114,8532,,,,29,0,75,27.3448275862069,22.9506860496104,17,3,8,39,68
906,1759842,8507,,,,1009,0,82,21.7730426164519,17.023531413455,18,3,8,32,48
